datetime,latitude,NS,longitude,EW,altitude,speed,direction
18-8-6_6:59:55.300,3958.7181,N,11629.8385,Unknown,25.4,8.37,185.21
18-8-6_6:59:55.400,3958.7179,N,11629.8384,Unknown,25.4,8.44,185.26
18-8-6_6:59:55.500,3958.7176,N,11629.8384,Unknown,25.3,8.45,185.60
18-8-6_6:59:55.600,3958.7174,N,11629.8384,Unknown,25.3,8.67,186.41
18-8-6_6:59:55.700,3958.7172,N,11629.8383,Unknown,25.2,8.70,186.77
18-8-6_6:59:55.800,3958.7169,N,11629.8383,Unknown,25.2,8.65,187.43
18-8-6_6:59:55.900,3958.7167,N,11629.8383,Unknown,25.1,8.59,188.45
18-8-6_6:59:56.0,3958.7165,N,11629.8382,Unknown,25.1,8.80,188.70
18-8-6_6:59:56.100,3958.7162,N,11629.8382,Unknown,25.1,8.76,188.97
18-8-6_6:59:56.200,3958.7160,N,11629.8381,Unknown,25.0,8.75,188.75
18-8-6_6:59:56.300,3958.7157,N,11629.8381,Unknown,25.0,8.74,188.41
18-8-6_6:59:56.400,3958.7155,N,11629.8380,Unknown,24.9,8.75,188.19
18-8-6_6:59:56.500,3958.7153,N,11629.8380,Unknown,24.9,8.70,188.50
18-8-6_6:59:56.600,3958.7150,N,11629.8379,Unknown,24.8,8.66,188.59
18-8-6_6:59:56.700,3958.7148,N,11629.8379,Unknown,24.8,8.32,188.87
18-8-6_6:59:56.800,3958.7146,N,11629.8378,Unknown,24.8,8.49,188.22
18-8-6_6:59:56.900,3958.7143,N,11629.8378,Unknown,24.7,8.45,187.59
18-8-6_6:59:57.0,3958.7141,N,11629.8378,Unknown,24.7,8.40,186.90
18-8-6_6:59:57.100,3958.7139,N,11629.8377,Unknown,24.6,8.36,186.29
18-8-6_6:59:57.200,3958.7136,N,11629.8377,Unknown,24.6,8.00,186.48
18-8-6_6:59:57.300,3958.7134,N,11629.8377,Unknown,24.6,8.23,186.14
18-8-6_6:59:57.400,3958.7132,N,11629.8376,Unknown,24.5,8.06,186.02
18-8-6_6:59:57.500,3958.7130,N,11629.8376,Unknown,24.5,8.06,185.85
18-8-6_6:59:57.600,3958.7127,N,11629.8376,Unknown,24.4,7.99,185.97
18-8-6_6:59:57.700,3958.7125,N,11629.8375,Unknown,24.4,7.95,185.87
18-8-6_6:59:57.800,3958.7123,N,11629.8375,Unknown,24.4,7.90,186.24
18-8-6_6:59:57.900,3958.7121,N,11629.8375,Unknown,24.3,8.09,186.12
18-8-6_6:59:58.0,3958.7119,N,11629.8374,Unknown,24.3,8.09,186.51
18-8-6_6:59:58.100,3958.7116,N,11629.8374,Unknown,24.2,8.16,187.10
18-8-6_6:59:58.200,3958.7114,N,11629.8374,Unknown,24.2,8.52,187.43
18-8-6_6:59:58.300,3958.7112,N,11629.8373,Unknown,24.1,8.56,188.29
18-8-6_6:59:58.400,3958.7109,N,11629.8373,Unknown,24.1,8.58,188.84
18-8-6_6:59:58.500,3958.7107,N,11629.8372,Unknown,24.1,8.63,189.38
18-8-6_6:59:58.600,3958.7105,N,11629.8372,Unknown,24.0,8.89,190.23
18-8-6_6:59:58.700,3958.7102,N,11629.8371,Unknown,24.0,9.10,191.12
18-8-6_6:59:58.800,3958.7100,N,11629.8370,Unknown,23.9,8.94,191.83
18-8-6_6:59:58.900,3958.7097,N,11629.8370,Unknown,23.9,9.22,192.22
18-8-6_6:59:59.0,3958.7095,N,11629.8369,Unknown,23.9,9.18,191.61
18-8-6_6:59:59.100,3958.7092,N,11629.8369,Unknown,23.8,9.23,191.03
18-8-6_6:59:59.200,3958.7090,N,11629.8368,Unknown,23.8,9.17,191.13
18-8-6_6:59:59.300,3958.7087,N,11629.8367,Unknown,23.7,9.38,191.24
18-8-6_6:59:59.400,3958.7085,N,11629.8367,Unknown,23.7,9.06,191.18
18-8-6_6:59:59.500,3958.7082,N,11629.8366,Unknown,23.6,9.31,191.69
18-8-6_6:59:59.600,3958.7080,N,11629.8365,Unknown,23.6,9.34,191.58
18-8-6_6:59:59.700,3958.7077,N,11629.8365,Unknown,23.5,9.57,191.25
18-8-6_6:59:59.800,3958.7074,N,11629.8364,Unknown,23.5,9.59,191.18
18-8-6_6:59:59.900,3958.7072,N,11629.8363,Unknown,23.5,9.59,191.15
18-8-6_7:0:0.0,3958.7069,N,11629.8363,Unknown,23.4,9.62,190.89
18-8-6_7:0:0.100,3958.7067,N,11629.8362,Unknown,23.4,9.68,190.55
18-8-6_7:0:0.200,3958.7064,N,11629.8361,Unknown,23.3,9.63,190.11
18-8-6_7:0:0.300,3958.7061,N,11629.8361,Unknown,23.3,9.65,190.08
18-8-6_7:0:0.400,3958.7059,N,11629.8360,Unknown,23.2,9.36,189.33
18-8-6_7:0:0.500,3958.7056,N,11629.8360,Unknown,23.2,9.37,188.84
18-8-6_7:0:0.600,3958.7054,N,11629.8359,Unknown,23.1,9.62,188.46
18-8-6_7:0:0.700,3958.7051,N,11629.8359,Unknown,23.1,9.41,188.56
18-8-6_7:0:0.800,3958.7048,N,11629.8358,Unknown,23.0,9.42,188.49
18-8-6_7:0:0.900,3958.7046,N,11629.8358,Unknown,23.0,9.44,188.92
18-8-6_7:0:1.0,3958.7043,N,11629.8357,Unknown,22.9,9.68,188.54
18-8-6_7:0:1.100,3958.7040,N,11629.8357,Unknown,22.9,9.68,188.44
18-8-6_7:0:1.200,3958.7038,N,11629.8356,Unknown,22.8,9.72,188.04
18-8-6_7:0:1.300,3958.7035,N,11629.8356,Unknown,22.8,9.70,188.13
18-8-6_7:0:1.400,3958.7032,N,11629.8355,Unknown,22.7,9.73,188.28
18-8-6_7:0:1.500,3958.7030,N,11629.8354,Unknown,22.7,9.74,188.61
18-8-6_7:0:1.600,3958.7027,N,11629.8354,Unknown,22.6,9.74,188.78
18-8-6_7:0:1.700,3958.7024,N,11629.8353,Unknown,22.6,9.75,188.77
18-8-6_7:0:1.800,3958.7022,N,11629.8353,Unknown,22.5,9.93,188.41
18-8-6_7:0:1.900,3958.7019,N,11629.8352,Unknown,22.5,9.66,188.86
18-8-6_7:0:2.0,3958.7016,N,11629.8352,Unknown,22.4,9.97,188.77
18-8-6_7:0:2.100,3958.7014,N,11629.8351,Unknown,22.4,9.99,188.65
18-8-6_7:0:2.200,3958.7011,N,11629.8351,Unknown,22.3,9.98,188.56
18-8-6_7:0:2.300,3958.7008,N,11629.8350,Unknown,22.2,10.28,187.82
18-8-6_7:0:2.400,3958.7005,N,11629.8350,Unknown,22.2,9.98,188.14
18-8-6_7:0:2.500,3958.7002,N,11629.8349,Unknown,22.1,10.03,189.07
18-8-6_7:0:2.600,3958.7000,N,11629.8348,Unknown,22.1,10.30,189.44
18-8-6_7:0:2.700,3958.6997,N,11629.8348,Unknown,22.0,10.28,189.55
18-8-6_7:0:2.800,3958.6994,N,11629.8347,Unknown,22.0,10.28,188.97
18-8-6_7:0:2.900,3958.6991,N,11629.8347,Unknown,21.9,10.22,188.50
18-8-6_7:0:3.0,3958.6988,N,11629.8346,Unknown,21.9,10.23,188.12
18-8-6_7:0:3.100,3958.6986,N,11629.8346,Unknown,21.8,10.23,188.25
18-8-6_7:0:3.200,3958.6983,N,11629.8345,Unknown,21.8,10.24,188.46
18-8-6_7:0:3.300,3958.6980,N,11629.8345,Unknown,21.7,10.24,188.76
18-8-6_7:0:3.400,3958.6977,N,11629.8344,Unknown,21.6,10.23,188.74
18-8-6_7:0:3.500,3958.6974,N,11629.8343,Unknown,21.6,10.21,188.95
18-8-6_7:0:3.600,3958.6972,N,11629.8343,Unknown,21.5,10.23,188.71
18-8-6_7:0:3.700,3958.6969,N,11629.8342,Unknown,21.5,10.23,188.65
18-8-6_7:0:3.800,3958.6966,N,11629.8342,Unknown,21.4,10.28,188.37
18-8-6_7:0:3.900,3958.6963,N,11629.8341,Unknown,21.4,10.00,188.59
18-8-6_7:0:4.0,3958.6960,N,11629.8341,Unknown,21.3,10.04,188.40
18-8-6_7:0:4.100,3958.6958,N,11629.8340,Unknown,21.2,10.00,188.33
18-8-6_7:0:4.200,3958.6955,N,11629.8340,Unknown,21.2,9.97,187.94
18-8-6_7:0:4.300,3958.6952,N,11629.8339,Unknown,21.1,9.93,187.76
18-8-6_7:0:4.400,3958.6949,N,11629.8339,Unknown,21.1,9.62,187.89
18-8-6_7:0:4.500,3958.6947,N,11629.8338,Unknown,21.0,9.68,187.95
18-8-6_7:0:4.600,3958.6944,N,11629.8338,Unknown,21.0,9.50,188.26
18-8-6_7:0:4.700,3958.6941,N,11629.8337,Unknown,20.9,9.51,188.38
18-8-6_7:0:4.800,3958.6939,N,11629.8337,Unknown,20.8,9.94,187.60
18-8-6_7:0:4.900,3958.6936,N,11629.8336,Unknown,20.8,9.54,187.70
18-8-6_7:0:5.0,3958.6933,N,11629.8336,Unknown,20.7,9.71,187.61
18-8-6_7:0:5.100,3958.6931,N,11629.8335,Unknown,20.7,9.63,187.68
18-8-6_7:0:5.200,3958.6928,N,11629.8335,Unknown,20.6,9.45,187.97
18-8-6_7:0:5.300,3958.6926,N,11629.8334,Unknown,20.6,9.40,188.33
18-8-6_7:0:5.400,3958.6923,N,11629.8334,Unknown,20.5,9.36,188.30
18-8-6_7:0:5.500,3958.6920,N,11629.8333,Unknown,20.4,9.40,187.98
18-8-6_7:0:5.600,3958.6918,N,11629.8333,Unknown,20.4,9.17,187.93
18-8-6_7:0:5.700,3958.6915,N,11629.8333,Unknown,20.3,8.91,188.21
18-8-6_7:0:5.800,3958.6913,N,11629.8332,Unknown,20.3,8.95,188.11
18-8-6_7:0:5.900,3958.6910,N,11629.8332,Unknown,20.2,8.73,188.43
18-8-6_7:0:6.0,3958.6908,N,11629.8331,Unknown,20.2,8.73,188.47
18-8-6_7:0:6.100,3958.6906,N,11629.8331,Unknown,20.1,8.68,188.21
18-8-6_7:0:6.200,3958.6903,N,11629.8330,Unknown,20.1,8.67,187.96
18-8-6_7:0:6.300,3958.6901,N,11629.8330,Unknown,20.0,8.42,188.32
18-8-6_7:0:6.400,3958.6898,N,11629.8329,Unknown,20.0,8.23,188.61
18-8-6_7:0:6.500,3958.6896,N,11629.8329,Unknown,19.9,8.25,188.54
18-8-6_7:0:6.600,3958.6894,N,11629.8328,Unknown,19.9,8.19,188.10
18-8-6_7:0:6.700,3958.6892,N,11629.8328,Unknown,19.8,7.90,187.88
18-8-6_7:0:6.800,3958.6889,N,11629.8328,Unknown,19.8,7.84,187.56
18-8-6_7:0:6.900,3958.6887,N,11629.8327,Unknown,19.7,7.79,187.65
18-8-6_7:0:7.0,3958.6885,N,11629.8327,Unknown,19.6,7.74,187.78
18-8-6_7:0:7.100,3958.6883,N,11629.8327,Unknown,19.6,7.68,188.03
18-8-6_7:0:7.200,3958.6881,N,11629.8326,Unknown,19.5,7.60,188.35
18-8-6_7:0:7.300,3958.6879,N,11629.8326,Unknown,19.5,7.56,188.79
18-8-6_7:0:7.400,3958.6877,N,11629.8325,Unknown,19.4,7.32,188.90
18-8-6_7:0:7.500,3958.6875,N,11629.8325,Unknown,19.4,7.27,189.48
18-8-6_7:0:7.600,3958.6873,N,11629.8324,Unknown,19.3,7.31,189.51
18-8-6_7:0:7.700,3958.6871,N,11629.8324,Unknown,19.3,7.37,189.89
18-8-6_7:0:7.800,3958.6869,N,11629.8324,Unknown,19.2,7.36,190.61
18-8-6_7:0:7.900,3958.6867,N,11629.8323,Unknown,19.2,7.30,191.00
18-8-6_7:0:8.0,3958.6865,N,11629.8323,Unknown,19.1,7.08,191.42
18-8-6_7:0:8.100,3958.6863,N,11629.8322,Unknown,19.1,7.09,191.44
18-8-6_7:0:8.200,3958.6861,N,11629.8322,Unknown,19.0,7.03,191.12
18-8-6_7:0:8.300,3958.6859,N,11629.8321,Unknown,19.0,6.98,190.56
18-8-6_7:0:8.400,3958.6857,N,11629.8321,Unknown,18.9,6.74,190.57
18-8-6_7:0:8.500,3958.6855,N,11629.8320,Unknown,18.9,6.69,190.11
18-8-6_7:0:8.600,3958.6853,N,11629.8320,Unknown,18.8,6.39,190.18
18-8-6_7:0:8.700,3958.6852,N,11629.8319,Unknown,18.8,6.40,189.82
18-8-6_7:0:8.800,3958.6850,N,11629.8319,Unknown,18.7,6.36,189.70
18-8-6_7:0:8.900,3958.6848,N,11629.8319,Unknown,18.6,5.97,190.34
18-8-6_7:0:9.0,3958.6847,N,11629.8318,Unknown,18.6,6.04,190.34
18-8-6_7:0:9.100,3958.6845,N,11629.8318,Unknown,18.5,6.10,189.75
18-8-6_7:0:9.200,3958.6843,N,11629.8317,Unknown,18.5,6.04,189.96
18-8-6_7:0:9.300,3958.6842,N,11629.8317,Unknown,18.4,6.00,189.97
18-8-6_7:0:9.400,3958.6840,N,11629.8317,Unknown,18.3,6.01,189.65
18-8-6_7:0:9.500,3958.6838,N,11629.8316,Unknown,18.3,5.98,189.69
18-8-6_7:0:9.600,3958.6837,N,11629.8316,Unknown,18.2,5.81,189.50
18-8-6_7:0:9.700,3958.6835,N,11629.8316,Unknown,18.2,5.59,189.41
18-8-6_7:0:9.800,3958.6834,N,11629.8315,Unknown,18.1,5.51,189.49
18-8-6_7:0:9.900,3958.6832,N,11629.8315,Unknown,18.0,5.44,189.19
18-8-6_7:0:10.0,3958.6831,N,11629.8315,Unknown,18.0,5.49,188.25
18-8-6_7:0:10.100,3958.6828,N,11629.8315,Unknown,17.9,5.50,187.67
18-8-6_7:0:10.200,3958.6825,N,11629.8315,Unknown,17.8,5.51,187.51
18-8-6_7:0:10.300,3958.6822,N,11629.8315,Unknown,17.7,5.53,187.93
18-8-6_7:0:10.400,3958.6819,N,11629.8316,Unknown,17.6,5.53,189.05
18-8-6_7:0:10.500,3958.6816,N,11629.8316,Unknown,17.5,5.54,189.88
18-8-6_7:0:10.600,3958.6814,N,11629.8317,Unknown,17.5,5.31,190.57
18-8-6_7:0:10.700,3958.6811,N,11629.8318,Unknown,17.3,5.96,190.73
18-8-6_7:0:10.800,3958.6808,N,11629.8319,Unknown,17.3,5.50,190.90
18-8-6_7:0:10.900,3958.6805,N,11629.8319,Unknown,17.2,5.65,190.10
18-8-6_7:0:11.0,3958.6803,N,11629.8320,Unknown,17.1,5.81,189.57
18-8-6_7:0:11.100,3958.6800,N,11629.8321,Unknown,17.0,5.76,188.94
18-8-6_7:0:11.200,3958.6797,N,11629.8321,Unknown,17.0,5.41,189.35
18-8-6_7:0:11.300,3958.6794,N,11629.8322,Unknown,16.9,5.89,189.01
18-8-6_7:0:11.400,3958.6792,N,11629.8323,Unknown,16.7,6.09,189.10
18-8-6_7:0:11.500,3958.6789,N,11629.8324,Unknown,16.7,5.42,187.63
18-8-6_7:0:11.600,3958.6787,N,11629.8324,Unknown,16.6,5.49,190.72
18-8-6_7:0:11.700,3958.6785,N,11629.8325,Unknown,16.5,5.46,190.18
18-8-6_7:0:11.800,3958.6782,N,11629.8325,Unknown,16.4,5.67,187.78
18-8-6_7:0:11.900,3958.6780,N,11629.8326,Unknown,16.3,5.33,188.77
18-8-6_7:0:12.0,3958.6778,N,11629.8327,Unknown,16.3,5.37,188.64
18-8-6_7:0:12.100,3958.6775,N,11629.8327,Unknown,16.1,5.85,185.83
18-8-6_7:0:12.200,3958.6773,N,11629.8328,Unknown,16.2,5.44,186.66
18-8-6_7:0:12.300,3958.6770,N,11629.8329,Unknown,16.1,4.98,186.86
18-8-6_7:0:12.400,3958.6768,N,11629.8329,Unknown,15.9,5.20,187.06
18-8-6_7:0:12.500,3958.6766,N,11629.8329,Unknown,15.8,5.20,187.51
18-8-6_7:0:12.600,3958.6765,N,11629.8330,Unknown,15.8,4.97,188.33
18-8-6_7:0:12.700,3958.6762,N,11629.8331,Unknown,15.7,4.94,188.08
18-8-6_7:0:12.800,3958.6759,N,11629.8332,Unknown,15.9,4.65,188.33
18-8-6_7:0:12.900,3958.6757,N,11629.8333,Unknown,16.0,4.49,188.73
18-8-6_7:0:13.0,3958.6754,N,11629.8334,Unknown,16.2,4.43,189.17
18-8-6_7:0:13.100,3958.6751,N,11629.8336,Unknown,16.3,4.41,188.35
18-8-6_7:0:13.200,3958.6749,N,11629.8337,Unknown,16.2,4.36,187.45
18-8-6_7:0:13.300,3958.6747,N,11629.8338,Unknown,16.1,4.32,186.80
18-8-6_7:0:13.400,3958.6744,N,11629.8339,Unknown,16.0,4.10,187.37
18-8-6_7:0:13.500,3958.6742,N,11629.8339,Unknown,15.9,3.93,188.65
18-8-6_7:0:13.600,3958.6740,N,11629.8340,Unknown,15.8,3.91,190.01
18-8-6_7:0:13.700,3958.6738,N,11629.8341,Unknown,15.7,3.65,191.94
18-8-6_7:0:13.800,3958.6736,N,11629.8342,Unknown,15.5,3.66,192.26
18-8-6_7:0:13.900,3958.6734,N,11629.8342,Unknown,16.2,3.47,192.47
18-8-6_7:0:14.0,3958.6732,N,11629.8343,Unknown,16.9,3.25,192.89
18-8-6_7:0:14.100,3958.6730,N,11629.8344,Unknown,16.7,3.09,193.01
18-8-6_7:0:14.200,3958.6728,N,11629.8346,Unknown,16.9,3.08,193.28
18-8-6_7:0:14.300,3958.6727,N,11629.8346,Unknown,16.8,2.69,193.97
18-8-6_7:0:14.400,3958.6724,N,11629.8348,Unknown,17.4,2.40,190.02
18-8-6_7:0:14.500,3958.6723,N,11629.8350,Unknown,17.7,2.10,189.44
18-8-6_7:0:14.600,3958.6721,N,11629.8351,Unknown,17.6,2.50,189.41
18-8-6_7:0:14.700,3958.6719,N,11629.8352,Unknown,17.6,1.99,191.50
18-8-6_7:0:14.800,3958.6717,N,11629.8353,Unknown,17.8,1.58,192.25
18-8-6_7:0:14.900,3958.6716,N,11629.8355,Unknown,17.8,1.35,196.46
18-8-6_7:0:15.0,3958.6714,N,11629.8356,Unknown,18.0,1.32,195.65
18-8-6_7:0:57.600,3958.6076,N,11629.8275,Unknown,18.0,11.15,187.57
18-8-6_7:0:57.700,3958.6073,N,11629.8274,Unknown,18.9,11.37,187.41
18-8-6_7:0:57.800,3958.6070,N,11629.8274,Unknown,18.9,11.10,187.92
18-8-6_7:0:57.900,3958.6067,N,11629.8273,Unknown,18.9,11.09,188.18
18-8-6_7:0:58.0,3958.6064,N,11629.8273,Unknown,18.9,11.13,188.20
18-8-6_7:0:58.100,3958.6061,N,11629.8272,Unknown,18.9,11.14,187.91
18-8-6_7:0:58.200,3958.6057,N,11629.8272,Unknown,18.9,11.07,187.87
18-8-6_7:0:58.300,3958.6054,N,11629.8271,Unknown,18.9,11.04,187.39
18-8-6_7:0:58.400,3958.6051,N,11629.8271,Unknown,18.9,11.04,187.20
18-8-6_7:0:58.500,3958.6048,N,11629.8270,Unknown,18.9,11.29,186.71
18-8-6_7:0:58.600,3958.6045,N,11629.8270,Unknown,18.9,11.10,186.65
18-8-6_7:0:58.700,3958.6042,N,11629.8269,Unknown,18.9,11.27,186.40
18-8-6_7:0:58.800,3958.6039,N,11629.8269,Unknown,18.9,11.25,186.45
18-8-6_7:0:58.900,3958.6036,N,11629.8268,Unknown,18.9,11.22,186.40
18-8-6_7:0:59.0,3958.6033,N,11629.8268,Unknown,18.8,11.46,186.18
18-8-6_7:0:59.100,3958.6030,N,11629.8267,Unknown,18.8,11.29,186.39
18-8-6_7:0:59.200,3958.6027,N,11629.8267,Unknown,18.8,11.26,186.81
18-8-6_7:0:59.300,3958.6024,N,11629.8266,Unknown,18.8,11.30,187.35
18-8-6_7:0:59.400,3958.6020,N,11629.8266,Unknown,18.8,11.32,187.93
18-8-6_7:0:59.500,3958.6017,N,11629.8265,Unknown,18.8,11.74,188.53
18-8-6_7:0:59.600,3958.6014,N,11629.8265,Unknown,18.8,11.68,188.90
18-8-6_7:0:59.700,3958.6011,N,11629.8264,Unknown,18.8,11.75,188.74
18-8-6_7:0:59.800,3958.6008,N,11629.8263,Unknown,18.8,11.71,188.67
18-8-6_7:0:59.900,3958.6004,N,11629.8263,Unknown,18.8,11.67,188.60
18-8-6_7:1:0.0,3958.6001,N,11629.8262,Unknown,18.8,11.62,188.41
18-8-6_7:1:0.100,3958.5998,N,11629.8261,Unknown,18.8,11.65,188.22
18-8-6_7:1:0.200,3958.5995,N,11629.8261,Unknown,18.8,11.61,188.41
18-8-6_7:1:0.300,3958.5992,N,11629.8260,Unknown,18.8,11.58,188.55
18-8-6_7:1:0.400,3958.5988,N,11629.8260,Unknown,18.8,11.54,188.52
18-8-6_7:1:0.500,3958.5985,N,11629.8259,Unknown,18.8,11.30,188.49
18-8-6_7:1:0.600,3958.5982,N,11629.8258,Unknown,18.8,11.32,188.10
18-8-6_7:1:0.700,3958.5979,N,11629.8258,Unknown,18.8,11.32,187.85
18-8-6_7:1:0.800,3958.5976,N,11629.8257,Unknown,18.8,11.49,187.71
18-8-6_7:1:0.900,3958.5973,N,11629.8257,Unknown,18.8,11.30,188.33
18-8-6_7:1:1.0,3958.5970,N,11629.8256,Unknown,18.8,11.38,188.71
18-8-6_7:1:1.100,3958.5966,N,11629.8255,Unknown,18.8,11.40,189.08
18-8-6_7:1:1.200,3958.5963,N,11629.8255,Unknown,18.8,11.56,188.99
18-8-6_7:1:1.300,3958.5960,N,11629.8254,Unknown,18.8,11.53,188.92
18-8-6_7:1:1.400,3958.5957,N,11629.8254,Unknown,18.8,11.24,188.91
18-8-6_7:1:1.500,3958.5954,N,11629.8253,Unknown,18.7,11.42,188.93
18-8-6_7:1:1.600,3958.5951,N,11629.8252,Unknown,18.7,11.39,189.19
18-8-6_7:1:1.700,3958.5948,N,11629.8252,Unknown,18.7,11.32,189.39
18-8-6_7:1:1.800,3958.5945,N,11629.8251,Unknown,18.7,11.92,189.42
18-8-6_7:1:1.900,3958.5941,N,11629.8250,Unknown,18.7,11.68,189.27
18-8-6_7:1:2.0,3958.5938,N,11629.8250,Unknown,18.7,11.69,189.71
18-8-6_7:1:2.100,3958.5935,N,11629.8249,Unknown,18.7,11.74,189.75
18-8-6_7:1:2.200,3958.5932,N,11629.8248,Unknown,18.7,11.69,189.62
18-8-6_7:1:2.300,3958.5928,N,11629.8247,Unknown,18.7,11.68,189.55
18-8-6_7:1:2.400,3958.5925,N,11629.8247,Unknown,18.7,11.74,189.44
18-8-6_7:1:2.500,3958.5922,N,11629.8246,Unknown,18.6,11.75,189.14
18-8-6_7:1:2.600,3958.5919,N,11629.8245,Unknown,18.6,11.31,189.21
18-8-6_7:1:2.700,3958.5916,N,11629.8245,Unknown,18.6,11.70,188.88
18-8-6_7:1:2.800,3958.5912,N,11629.8244,Unknown,18.6,12.01,188.70
18-8-6_7:1:2.900,3958.5909,N,11629.8243,Unknown,18.6,11.65,188.93
18-8-6_7:1:3.0,3958.5906,N,11629.8243,Unknown,18.6,11.62,188.95
18-8-6_7:1:3.100,3958.5903,N,11629.8242,Unknown,18.5,11.68,188.55
18-8-6_7:1:3.200,3958.5900,N,11629.8241,Unknown,18.5,11.69,188.43
18-8-6_7:1:3.300,3958.5896,N,11629.8241,Unknown,18.5,11.68,188.14
18-8-6_7:1:3.400,3958.5893,N,11629.8240,Unknown,18.5,11.70,187.95
18-8-6_7:1:3.500,3958.5890,N,11629.8240,Unknown,18.4,11.68,188.19
18-8-6_7:1:3.600,3958.5887,N,11629.8239,Unknown,18.4,11.64,188.24
18-8-6_7:1:3.700,3958.5883,N,11629.8238,Unknown,18.4,11.64,187.91
18-8-6_7:1:3.800,3958.5880,N,11629.8238,Unknown,18.4,11.64,187.55
18-8-6_7:1:3.900,3958.5877,N,11629.8237,Unknown,18.3,11.64,187.21
18-8-6_7:1:4.0,3958.5874,N,11629.8237,Unknown,18.3,11.34,187.40
18-8-6_7:1:4.100,3958.5871,N,11629.8236,Unknown,18.3,11.40,187.60
18-8-6_7:1:4.200,3958.5868,N,11629.8236,Unknown,18.2,11.97,187.13
18-8-6_7:1:4.300,3958.5864,N,11629.8235,Unknown,18.2,11.76,187.08
18-8-6_7:1:4.400,3958.5861,N,11629.8235,Unknown,18.2,11.71,187.23
18-8-6_7:1:4.500,3958.5858,N,11629.8234,Unknown,18.1,11.67,187.37
18-8-6_7:1:4.600,3958.5855,N,11629.8234,Unknown,18.1,12.15,187.31
18-8-6_7:1:4.700,3958.5851,N,11629.8233,Unknown,18.1,12.18,187.77
18-8-6_7:1:4.800,3958.5848,N,11629.8232,Unknown,18.0,12.15,188.15
18-8-6_7:1:4.900,3958.5845,N,11629.8232,Unknown,18.0,12.16,188.48
18-8-6_7:1:5.0,3958.5841,N,11629.8231,Unknown,17.9,12.13,188.82
18-8-6_7:1:5.100,3958.5838,N,11629.8230,Unknown,17.9,12.50,188.48
18-8-6_7:1:5.200,3958.5834,N,11629.8230,Unknown,17.9,12.14,188.35
18-8-6_7:1:5.300,3958.5831,N,11629.8229,Unknown,17.8,12.21,188.06
18-8-6_7:1:5.400,3958.5828,N,11629.8229,Unknown,17.8,12.28,187.84
18-8-6_7:1:5.500,3958.5824,N,11629.8228,Unknown,17.7,12.09,187.87
18-8-6_7:1:5.600,3958.5821,N,11629.8227,Unknown,17.7,12.52,187.66
18-8-6_7:1:5.700,3958.5818,N,11629.8227,Unknown,17.6,12.56,187.54
18-8-6_7:1:5.800,3958.5814,N,11629.8226,Unknown,17.6,12.26,187.84
18-8-6_7:1:5.900,3958.5811,N,11629.8226,Unknown,17.5,12.81,187.99
18-8-6_7:1:6.0,3958.5807,N,11629.8225,Unknown,17.5,12.78,188.04
18-8-6_7:1:6.100,3958.5804,N,11629.8224,Unknown,17.4,12.51,188.25
18-8-6_7:1:6.200,3958.5800,N,11629.8224,Unknown,17.4,12.79,187.48
18-8-6_7:1:6.300,3958.5797,N,11629.8223,Unknown,17.3,12.57,186.97
18-8-6_7:1:6.400,3958.5793,N,11629.8223,Unknown,17.3,12.59,186.55
18-8-6_7:1:6.500,3958.5790,N,11629.8222,Unknown,17.2,12.62,186.30
18-8-6_7:1:6.600,3958.5786,N,11629.8222,Unknown,17.2,12.70,186.22
18-8-6_7:1:6.700,3958.5783,N,11629.8221,Unknown,17.1,12.74,186.51
18-8-6_7:1:6.800,3958.5779,N,11629.8220,Unknown,17.1,12.67,186.93
18-8-6_7:1:6.900,3958.5776,N,11629.8220,Unknown,17.0,13.00,186.95
18-8-6_7:1:7.0,3958.5772,N,11629.8219,Unknown,16.9,12.94,187.19
18-8-6_7:1:7.100,3958.5769,N,11629.8219,Unknown,16.9,12.99,187.31
18-8-6_7:1:7.200,3958.5765,N,11629.8218,Unknown,16.8,12.99,187.57
18-8-6_7:1:7.300,3958.5761,N,11629.8217,Unknown,16.8,12.99,187.74
18-8-6_7:1:7.400,3958.5758,N,11629.8217,Unknown,16.7,12.95,188.16
18-8-6_7:1:7.500,3958.5754,N,11629.8216,Unknown,16.7,13.21,187.88
18-8-6_7:1:7.600,3958.5751,N,11629.8216,Unknown,16.6,13.19,187.80
18-8-6_7:1:7.700,3958.5747,N,11629.8215,Unknown,16.5,13.01,187.91
18-8-6_7:1:7.800,3958.5743,N,11629.8214,Unknown,16.5,13.03,188.02
18-8-6_7:1:7.900,3958.5740,N,11629.8214,Unknown,16.4,13.08,187.82
18-8-6_7:1:8.0,3958.5736,N,11629.8213,Unknown,16.4,13.03,187.92
18-8-6_7:1:8.100,3958.5733,N,11629.8212,Unknown,16.3,12.81,187.67
18-8-6_7:1:8.200,3958.5729,N,11629.8212,Unknown,16.2,13.04,187.23
18-8-6_7:1:8.300,3958.5725,N,11629.8211,Unknown,16.2,13.05,187.34
18-8-6_7:1:8.400,3958.5722,N,11629.8211,Unknown,16.1,13.09,187.28
18-8-6_7:1:8.500,3958.5718,N,11629.8210,Unknown,16.0,13.09,187.77
18-8-6_7:1:8.600,3958.5715,N,11629.8209,Unknown,16.0,13.12,188.20
18-8-6_7:1:8.700,3958.5711,N,11629.8208,Unknown,15.9,13.08,188.70
